asin	title	subtitle	authors	narrators	series_title	series_sequence	genres	runtime_length_min	is_finished	percent_complete	rating	num_ratings	date_added	release_date	cover_url
B00EUS6Q7Y	Octopus	Sam Israel, the Secret Market, and Wall Street's Wildest Con	Guy Lawson	Jeff Woodman			Biographies & Memoirs, True Crime, Business & Careers, Workplace & Organizational Behavior, Business Ethics, Money & Finance, Banks & Banking	677					2023-10-25T22:29:26Z	2013-08-29	https://m.media-amazon.com/images/I/51JcDzcrMDL._SL500_.jpg
B00H9JEIDA	The House of Morgan	An American Banking Dynasty and the Rise of Modern Finance	Ron Chernow	Robertson Dean			Biographies & Memoirs, Professionals & Academics, Business, Business & Careers, History, Americas, Money & Finance, Banks & Banking	2077					2024-06-28T16:30:05Z	2012-12-30	https://m.media-amazon.com/images/I/51RtKygqNdL._SL500_.jpg
B00HR8SHWG	The Annals of Tacitus: Excerpts		Cornelius Tacitus	George Wilson			History, Ancient	270					2024-05-31T19:04:30Z	2014-01-09	https://m.media-amazon.com/images/I/51aDeRTg0BL._SL500_.jpg
B00I0AJ7EW	Young Money	Inside the Hidden World of Wall Street's Post-Crash Recruits	Kevin Roose	Nicholas Tecosky			Biographies & Memoirs, Professionals & Academics, Business, Business & Careers, Workplace & Organizational Behavior, Workplace Culture, Money & Finance, Banks & Banking, Money & Finance, Investing & Trading	454					2023-03-25T14:34:13Z	2014-02-18	https://m.media-amazon.com/images/I/51IPok68GkL._SL500_.jpg
B00I2XMFLO	The Box	How the Shipping Container Made the World Smaller and the World Economy Bigger	Marc Levinson	Adam Lofbomm			Computers & Technology, History & Culture, History, History, World, Money & Finance, Economics, Economic History, Science & Engineering, Engineering, Industrial & Manufacturing	740					2023-12-03T23:18:35Z	2014-01-30	https://m.media-amazon.com/images/I/51XJQK3qlWL._SL500_.jpg
B00LU41FP4	Political Order and Political Decay	From the Industrial Revolution to the Globalization of Democracy	Francis Fukuyama	Jonathan Davis	Political Order	2	History, World, Politics & Social Sciences, Politics & Government, Political Science, Comparative, Politics & Social Sciences, Politics & Government, Political Science, History & Theory	1441					2025-05-14T13:46:19Z	2014-09-30	https://m.media-amazon.com/images/I/51f8axdQ+LL._SL500_.jpg
B00MBV23JC	Plutarch's Lives, Volume 1 of 2		Plutarch	B. J. Harrison			Arts & Entertainment, Art, History & Criticism, Literature & Fiction, Ancient, Classical & Medieval Literature, Collections	2464					2024-11-14T00:00:13Z	2014-08-06	https://m.media-amazon.com/images/I/51py0kggRBL._SL500_.jpg
B00N4DHSR8	Blood & Treasure: Confederate Empire in the Southwest	Texas A&M University Military History Series	Donald S. Frazier	James Foster			History, Military, Wars & Conflicts, American Civil War	692					2024-11-11T18:11:06Z	2014-09-02	https://m.media-amazon.com/images/I/51JB5q3UuEL._SL500_.jpg
B00TSR5876	Kill Chain	The Rise of the High-Tech Assassins	Andrew Cockburn	Malcolm Hillgartner			History, Military, Armed Forces, Air Forces, History, Military, Intelligence & Espionage, History, Military, Weapons & Warfare, Weapons, Politics & Social Sciences, Politics & Government, Freedom & Security, Intelligence & Espionage, Politics & Social Sciences, Politics & Government, Freedom & Security, National & International Security, Politics & Social Sciences, Politics & Government, War & Crisis, Terrorism	610					2024-11-11T18:07:09Z	2015-03-10	https://m.media-amazon.com/images/I/41ivFGm1lSL._SL500_.jpg
B00TZJLJ66	Parallel Lives of the Noble Greeks and Romans		Plutarch	Charlton Griffin			History, Ancient	4991					2024-11-14T00:00:41Z	2015-02-27	https://m.media-amazon.com/images/I/51XHsbYY7VL._SL500_.jpg
B00U6PWUTI	The Victorian Internet	The Remarkable Story of the Telegraph and the Nineteenth Century's On-line Pioneers	Tom Standage	Derek Perkins			Computers & Technology, History & Culture, History, History, World	322					2025-02-27T12:36:44Z	2015-03-24	https://m.media-amazon.com/images/I/61M3rIh5msL._SL500_.jpg
B00W8JUCXG	The Way of Men		Jack Donovan	Jack Donovan			Politics & Social Sciences, Social Sciences, Gender Studies	297					2024-03-30T15:28:41Z	2015-04-17	https://m.media-amazon.com/images/I/51kP5gzMr6L._SL500_.jpg
B011LR4PW4	Skunk Works	A Personal Memoir of My Years of Lockheed	Ben R. Rich, Leo Janos	Pete Larkin			History, Military, Armed Forces, Air Forces, History, Military, Wars & Conflicts, History, Military, Intelligence & Espionage, History, Military, Politics & Social Sciences, Politics & Government, Freedom & Security, Intelligence & Espionage, Science & Engineering, Science, Astronomy & Space Science, Aeronautics & Astronautics	728					2024-06-21T12:46:59Z	2015-07-14	https://m.media-amazon.com/images/I/51-XJRg2dCL._SL500_.jpg
B0131RM7OK	Superforecasting	The Art and Science of Prediction	Philip Tetlock, Dan Gardner	Joel Richards			Business & Careers, Management & Leadership, Health & Wellness, Psychology & Mental Health, Psychology, Politics & Social Sciences, Social Sciences, Future Studies	585					2024-07-31T12:58:09Z	2015-09-29	https://m.media-amazon.com/images/I/51LafZreGvL._SL500_.jpg
B01C9B2IVG	Spain in Our Hearts	Americans in the Spanish Civil War, 1936-1939	Adam Hochschild	Henry Strozier			History, Europe, History, Military, Wars & Conflicts, Revolutions, Uprisings & Rebellions, Politics & Social Sciences, Politics & Government, Ideologies & Doctrines, Communism & Socialism, Politics & Social Sciences, Politics & Government, Ideologies & Doctrines, Fascism	926					2022-10-04T23:45:23Z	2016-03-29	https://m.media-amazon.com/images/I/51ICt+mGOvL._SL500_.jpg
B01D24NLWO	Algorithms to Live By	The Computer Science of Human Decisions	Brian Christian, Tom Griffiths	Brian Christian			Business & Careers, Management & Leadership, Leadership, Business & Careers, Career Success, Decision-Making & Problem Solving, Computers & Technology, Computer Science, Health & Wellness, Psychology & Mental Health, Psychology, Science & Engineering, Science	710					2022-12-30T17:25:47Z	2016-04-19	https://m.media-amazon.com/images/I/51HiU+5mTwL._SL500_.jpg
B01E9GQSQK	ISIS	A History	Fawaz A. Gerges	Bradley Hayes			History, Middle East, Politics & Social Sciences, Politics & Government, Freedom & Security, Politics & Social Sciences, Politics & Government, Ideologies & Doctrines, Politics & Social Sciences, Politics & Government, Political Science, Politics & Social Sciences, Politics & Government, War & Crisis, Terrorism, Politics & Social Sciences, Politics & Government, World, Middle East	760					2024-05-26T23:40:03Z	2016-04-15	https://m.media-amazon.com/images/I/5130CobBMGL._SL500_.jpg
B01EIBOJYE	Breaking Rockefeller	The Incredible Story of the Ambitious Rivals Who Toppled an Oil Empire	Peter B. Doran	Peter B. Doran			Biographies & Memoirs, Professionals & Academics, Business, Business & Careers, History, Americas, United States	594					2024-08-21T18:12:53Z	2016-05-24	https://m.media-amazon.com/images/I/51OSP0QijyL._SL500_.jpg
B01EM4ZO14	Hillbilly Elegy	A Memoir of a Family and Culture in Crisis	J. D. Vance	J. D. Vance			Biographies & Memoirs, Politics & Social Sciences, Social Sciences, Poverty & Homelessness, Politics & Social Sciences, Sociology, Politics & Social Sciences, Sociology	409					2024-07-16T12:18:30Z	2016-06-28	https://m.media-amazon.com/images/I/51B1uYApuHL._SL500_.jpg
B01KU11YE4	American Revolutions	A Continental History, 1750-1804	Alan Taylor	Mark Bramhall			History, Americas, United States, Colonial Period, History, Americas, United States, Revolution & Founding, History, Military, Wars & Conflicts, Revolutions, Uprisings & Rebellions, Politics & Social Sciences, Politics & Government, Political Science, History & Theory	1134					2024-03-15T12:32:29Z	2016-09-06	https://m.media-amazon.com/images/I/61VXlBZiD9L._SL500_.jpg
B01MU5XTWY	A Man for All Markets	From Las Vegas to Wall Street, How I Beat the Dealer and the Market	Edward O. Thorp, Nassim Nicholas Taleb - foreword	Edward O. Thorp			Biographies & Memoirs, Professionals & Academics, Business, Money & Finance, Economics, Money & Finance, Investing & Trading, Analysis & Strategy, Money & Finance, Personal Finance, Science & Engineering, Mathematics	990					2024-11-15T20:46:34Z	2017-01-24	https://m.media-amazon.com/images/I/51O0kHBOtpL._SL500_.jpg
B06XGM1X1D	Alexander the Great		Philip Freeman	Michael Page			Biographies & Memoirs, Historical, Biographies & Memoirs, Military & War, Biographies & Memoirs, Politics & Activism, Politicians, History, Ancient, Greece, History, Europe, Greece	754					2025-01-03T16:02:02Z	2017-03-21	https://m.media-amazon.com/images/I/51PnxHZ2bHL._SL500_.jpg
B06Y1RH224	American Kingpin	The Epic Hunt for the Criminal Mastermind Behind the Silk Road	Nick Bilton	Will Damron			Biographies & Memoirs, True Crime, Organized Crime	734					2024-05-17T18:12:20Z	2017-05-02	https://m.media-amazon.com/images/I/51Ejp6zICNL._SL500_.jpg
B071Y9TTHC	Children of Time		Adrian Tchaikovsky	Mel Hudson	Children of Time	1	Science Fiction & Fantasy, Fantasy, Science Fiction & Fantasy, Science Fiction, First Contact, Science Fiction & Fantasy, Science Fiction, Space Exploration, Science Fiction & Fantasy, Science Fiction, Space Opera	991					2024-03-12T20:09:02Z	2017-05-02	https://m.media-amazon.com/images/I/51tuexbxdIL._SL500_.jpg
B072HMNYKM	The Looming Tower	Al-Qaeda and the Road to 9/11	Lawrence Wright	Lawrence Wright			History, Americas, United States, History, Modern, 20th Century, Politics & Social Sciences, Politics & Government, Freedom & Security, Intelligence & Espionage, Politics & Social Sciences, Politics & Government, War & Crisis, Terrorism	991					2024-10-11T17:07:20Z	2017-05-16	https://m.media-amazon.com/images/I/51Q-x6eWdUL._SL500_.jpg
B0747WH1RK	The Storm Before the Storm	The Beginning of the End of the Roman Republic	Mike Duncan	Mike Duncan			History, Ancient, Rome, Politics & Social Sciences, Politics & Government	613					2025-01-20T18:30:08Z	2017-10-24	https://m.media-amazon.com/images/I/51FvP+WoC8L._SL500_.jpg
B0752ZQR33	Why We Sleep	Unlocking the Power of Sleep and Dreams	Matthew Walker	Steve West			Health & Wellness, Physical Illness & Disease, Health & Wellness, Psychology & Mental Health, Mental Health, Health & Wellness, Psychology & Mental Health, Psychology, Science & Engineering, Science, Biological Sciences, Anatomy & Physiology	832					2025-02-12T12:38:27Z	2017-10-03	https://m.media-amazon.com/images/I/51-zooqOoeL._SL500_.jpg
B07843X52P	Chasing Excellence: A Story About Building the World's Fittest Athletes		Ben Bergeron	Ben Bergeron			Health & Wellness, Psychology & Mental Health, Psychology, Sports & Outdoors, Coaching, Sports & Outdoors, Sports Psychology	238					2025-01-26T16:58:54Z	2017-11-27	https://m.media-amazon.com/images/I/517sfLuICFL._SL500_.jpg
B07D2HR3J1	Seeing Like a State		James C. Scott	Michael Kramer			Business & Careers, Business Development & Entrepreneurship, Money & Finance, Economics, Politics & Social Sciences, Anthropology, Politics & Social Sciences, Politics & Government, Political Science, History & Theory, Politics & Social Sciences, Politics & Government, Public Policy, Politics & Social Sciences, Social Sciences, Politics & Social Sciences, Sociology	966					2024-09-01T00:30:31Z	2018-05-22	https://m.media-amazon.com/images/I/51+umFYsijL._SL500_.jpg
B07DKH97Y7	Amity and Prosperity	One Family and the Fracturing of America	Eliza Griswold	Tavia Gilbert			Biographies & Memoirs, Politics & Activism, Activists, Business & Careers, Politics & Social Sciences, Politics & Government, Public Policy, Politics & Social Sciences, Social Sciences, Poverty & Homelessness, Politics & Social Sciences, Sociology, Politics & Social Sciences, Sociology, Science & Engineering, Science, Environment, Conservation, Science & Engineering, Science, Nature & Ecology, Sports & Outdoors, Outdoors & Nature	634					2022-08-17T16:20:07Z	2018-06-12	https://m.media-amazon.com/images/I/51ubuLKr4yL._SL500_.jpg
B07GFLKDKL	The End of History and the Last Man		Francis Fukuyama	L. J. Ganser			History, World, Historiography, Politics & Social Sciences, Philosophy, Modern, Politics & Social Sciences, Politics & Government, Ideologies & Doctrines, Conservatism & Liberalism, Politics & Social Sciences, Politics & Government, Political Science, History & Theory, Politics & Social Sciences, Politics & Government, Political Science, Philosophy	951					2022-10-04T23:48:08Z	2018-08-14	https://m.media-amazon.com/images/I/51DAXCpguxL._SL500_.jpg
B07H37QM5M	The Theory of Moral Sentiments		Adam Smith	Michael Lunts			Politics & Social Sciences, Philosophy	988					2024-10-14T16:15:38Z	2018-09-04	https://m.media-amazon.com/images/I/51v6HtNkvRL._SL500_.jpg
B07HRYH8QZ	The Molecule of More	How a Single Chemical in Your Brain Drives Love, Sex, and Creativity - And Will Determine the Fate of the Human Race	Daniel Z. Lieberman MD, Michael E. Long	Tom Parks			Health & Wellness, Psychology & Mental Health, Psychology, Science & Engineering, Science, Biological Sciences	493					2023-08-08T20:22:00Z	2018-10-01	https://m.media-amazon.com/images/I/41rju8FkUFL._SL500_.jpg
B08NC1285F	The Dragon's Banker	With Bonus Novelette: Forego Quest	Scott Warren	Scott Warren			Science Fiction & Fantasy, Fantasy, Epic, Science Fiction & Fantasy, Fantasy, Humorous	524					2024-10-07T22:53:43Z	2020-11-13	https://m.media-amazon.com/images/I/61wcpQjbe4L._SL500_.jpg
B093DZLTBN	Against the Gods	The Remarkable Story of Risk	Peter L. Bernstein	Mike Fraser			Money & Finance, Insurance, Money & Finance, Investing & Trading, Analysis & Strategy	867					2024-03-26T13:15:51Z	2021-04-28	https://m.media-amazon.com/images/I/61nT21vqQKS._SL500_.jpg
B09M58DV3D	The Strategy of Denial	American Defense in an Age of Great Power Conflict	Elbridge A. Colby	Mike Lenz			Politics & Social Sciences, Politics & Government, Freedom & Security, National & International Security, Politics & Social Sciences, Politics & Government, International Relations, Diplomacy, Politics & Social Sciences, Politics & Government, Public Policy, Military	831					2025-02-13T20:30:43Z	2021-11-30	https://m.media-amazon.com/images/I/41wH+9h5O7L._SL500_.jpg
B09NHWQMFT	Salt	A World History	Mark Kurlansky	Scott Brick			History, World, Civilization, Home & Garden, Food & Wine, Gastronomy, Science & Engineering, Science, Earth Sciences, Geology, Science & Engineering, Science, Nature & Ecology, Sports & Outdoors, Outdoors & Nature	828					2024-03-31T21:07:15Z	2021-12-15	https://m.media-amazon.com/images/I/5177YXCJjcL._SL500_.jpg
B09R3X66PP	Liar's Poker	Rising Through the Wreckage on Wall Street	Michael Lewis	Michael Lewis			Biographies & Memoirs, Professionals & Academics, Business, Comedy & Humor	616					2022-08-08T15:51:51Z	2022-02-08	https://m.media-amazon.com/images/I/51fHDWvvp-L._SL500_.jpg
B09SBR9VHX	Yellen	The Trailblazing Economist Who Navigated an Era of Upheaval	Jon Hilsenrath	Jon Hilsenrath, Seth Podowitz			Business & Careers, Women in Business, Money & Finance, Economics, Economic History, Money & Finance, Economics, Theory	714					2022-11-05T01:31:41Z	2022-11-01	https://m.media-amazon.com/images/I/415YELVhKFL._SL500_.jpg
B09TX11LQB	Chip War	The Quest to Dominate the World's Most Critical Technology	Chris Miller	Stephen Graybill			Money & Finance, International, Economics, Politics & Social Sciences, Politics & Government, International Relations, Geopolitics	758					2022-10-22T17:20:09Z	2022-10-04	https://m.media-amazon.com/images/I/41V3bkjM1RL._SL500_.jpg
B09VLK4VRG	Tracers in the Dark	The Global Hunt for the Crime Lords of Cryptocurrency	Andy Greenberg	Ari Fliakos			Biographies & Memoirs, True Crime, Money & Finance, Economics	646					2022-11-23T18:39:59Z	2022-11-15	https://m.media-amazon.com/images/I/41tJZ8uU8oL._SL500_.jpg
B09VMKJ4RH	The Vision of the Anointed	Self-Congratulation as a Basis for Social Policy	Thomas Sowell	Jim Seybert			Politics & Social Sciences, Politics & Government, Public Policy, Politics & Social Sciences, Sociology	686					2022-10-04T23:47:07Z	2022-03-22	https://m.media-amazon.com/images/I/41qLHHqR84L._SL500_.jpg
B09W371S8Z	When McKinsey Comes to Town	The Hidden Influence of the World's Most Powerful Consulting Firm	Walt Bogdanich, Michael Forsythe	Ari Fliakos			Business & Careers, Management & Leadership, Management, Money & Finance, Economics, Economic History, Politics & Social Sciences, Politics & Government, International Relations, Geopolitics	606					2024-03-22T14:36:09Z	2022-10-04	https://m.media-amazon.com/images/I/51Da57V3SvL._SL500_.jpg
B0B2F3267Y	Slouching Towards Utopia	An Economic History of the Twentieth Century	J. Bradford DeLong	Allan Aquino			History, Americas, United States, Money & Finance, Economics, Economic History, Money & Finance, Economics, Macroeconomics	1213					2024-06-17T23:40:48Z	2022-09-06	https://m.media-amazon.com/images/I/51835AnxAdL._SL500_.jpg
B0B3BFXQTC	Victory at Sea	Naval Power and the Transformation of the Global Order in World War II	Paul Kennedy, Ian Marshall - illustrator	James Cameron Stewart			History, Military, Armed Forces, Naval Forces, History, Military, Wars & Conflicts, World War II, History, Modern, 20th Century	1209					2024-03-15T15:12:37Z	2022-07-12	https://m.media-amazon.com/images/I/51J7i4bJifL._SL500_.jpg
B0B622WSGR	Unscripted	The Epic Battle for a Media Empire and the Redstone Family Legacy	James B. Stewart, Rachel Abrams	Robert Petkoff			Biographies & Memoirs, Entertainment & Celebrities, Biographies & Memoirs, True Crime, Con Artists, Hoaxes & Deceptions, Business & Careers	743					2024-03-20T18:30:14Z	2023-02-14	https://m.media-amazon.com/images/I/41jkleRiETL._SL500_.jpg
B0B648XMM5	Limitless	The Federal Reserve Takes on a New Age of Crisis	Jeanna Smialek	Barrie Kreinik, Jeanna Smialek			Politics & Social Sciences, Politics & Government, Public Policy, Economic	651					2023-04-01T23:03:53Z	2023-02-28	https://m.media-amazon.com/images/I/51DoNiJQAlL._SL500_.jpg
B0B6Y29Q2R	Best Loser Wins	Why Normal Thinking Never Wins the Trading Game	Tom Hougaard	Richard Faymonville			Money & Finance, Investing & Trading, Analysis & Strategy	408					2025-02-24T23:40:11Z	2022-07-18	https://m.media-amazon.com/images/I/413-SLBcymL._SL500_.jpg
B0B72BFNR6	Geopolitical Alpha	An Investment Framework for Predicting the Future	Marko Papic	Brian Arens			Business & Careers, Management & Leadership, Business & Careers, Career Success, Decision-Making & Problem Solving, Money & Finance, Investing & Trading, Analysis & Strategy	472					2024-03-13T18:05:39Z	2022-07-20	https://m.media-amazon.com/images/I/512Xlo+vC6L._SL500_.jpg
B0B8LZZDJD	Paper Belt on Fire	How Renegade Investors Sparked a Revolt Against the University	Michael Gibson	Alex Boyles			Biographies & Memoirs, Professionals & Academics, Educators, Business & Careers, Business Development & Entrepreneurship, Entrepreneurship, Education & Learning, Education	678					2022-11-05T16:24:57Z	2022-11-29	https://m.media-amazon.com/images/I/51lNNlFNlQL._SL500_.jpg
B0B8T5BD7L	Merger Masters	Tales of Arbitrage	Kate Welling, Mario Gabelli	Chloe Cannon, Jonathan Yen			Business & Careers, Management & Leadership, Management, Money & Finance, Investing & Trading	1039					2024-03-30T16:37:56Z	2022-08-23	https://m.media-amazon.com/images/I/51VBJrGq3uL._SL500_.jpg
B0B9FF2TJZ	The Price of Time	The Real Story of Interest	Edward Chancellor	Luis Soto			Money & Finance, Economics, Economic History	907					2025-05-13T21:33:53Z	2022-08-16	https://m.media-amazon.com/images/I/51P6bSpaifL._SL500_.jpg
B0B9T9GJ5H	The Wager	A Tale of Shipwreck, Mutiny and Murder	David Grann	Dion Graham, David Grann			Biographies & Memoirs, True Crime, Murder, History, Europe, Great Britain, History, World, Maritime History & Piracy	508					2023-12-05T13:03:56Z	2023-04-18	https://m.media-amazon.com/images/I/517EmiOxASL._SL500_.jpg
B0BBP4ZNN8	Bitcoin	A Beginner's Guide	Benjamin Hart	Benjamin Hart			Money & Finance, Investing & Trading	623					2024-10-07T18:34:03Z	2022-08-23	https://m.media-amazon.com/images/I/511u6Zd0BaL._SL500_.jpg
B0BCC513XT	A Brief History of Intelligence	Evolution, AI, and the Five Breakthroughs That Made Our Brains	Max S. Bennett	George Newbern			Education & Learning, Education, History, Science & Engineering, Science, Biological Sciences, Evolution & Genetics, Evolution	737					2024-12-31T15:16:39Z	2023-10-24	https://m.media-amazon.com/images/I/51zAsHDR1KL._SL500_.jpg
B0BG6CTB3F	SOFR Futures and Options	A Practitioner's Guide	Doug Huggins, Christian Schaller, Galen Burghardt - foreword	Kent Klineman			Money & Finance, Investing & Trading, Options	589					2025-02-28T14:24:37Z	2022-09-27	https://m.media-amazon.com/images/I/51v0wW0w11L._SL500_.jpg
B0BKR3Y6SP	Wool	The Silo Saga, Book 1	Hugh Howey	Edoardo Ballerini	The Silo Saga	1	Science Fiction & Fantasy, Science Fiction, Dystopian, Science Fiction & Fantasy, Science Fiction, Post-Apocalyptic	900					2024-12-08T21:10:16Z	2023-03-07	https://m.media-amazon.com/images/I/51wvy7jratL._SL500_.jpg
B0BVTM1DSP	Central Banking 101		Joseph J Wang	Bill Anciaux			Money & Finance, Economics, Macroeconomics	289					2023-10-21T19:13:37Z	2023-02-15	https://m.media-amazon.com/images/I/41ik+kSWgZL._SL500_.jpg
B0BWH5CKW4	The Algebraist	Culture	Iain M. Banks	Peter Kenny			Science Fiction & Fantasy, Science Fiction, Adventure, Science Fiction & Fantasy, Science Fiction, Space Exploration, Science Fiction & Fantasy, Science Fiction, Space Opera	1161					2024-02-27T22:25:41Z	2024-05-14	https://m.media-amazon.com/images/I/61-679GgE7L._SL500_.jpg
B0BXBJCZXJ	Murtagh	The World of Eragon	Christopher Paolini	Gerard Doyle, Christopher Paolini	The Inheritance Cycle	5	Teen & Young Adult, Literature & Fiction, Action & Adventure, Teen & Young Adult, Literature & Fiction, Teen & Young Adult, Science Fiction & Fantasy, Fantasy, Epic	1472					2024-05-31T19:04:41Z	2023-11-07	https://m.media-amazon.com/images/I/51zWyo6LeVL._SL500_.jpg
B0CB985PDL	The Achilles Trap	Saddam Hussein, the C.I.A., and the Origins of America's Invasion of Iraq	Steve Coll	Malcolm Hillgartner			History, Middle East, Iraq, History, Military, Wars & Conflicts, Iraq War, Politics & Social Sciences, Politics & Government, Freedom & Security, National & International Security	1078					2024-07-31T22:10:53Z	2024-02-27	https://m.media-amazon.com/images/I/41rux1-JFjL._SL500_.jpg
B0CBZVSKY5	The Trading Game	A Confession	Gary Stevenson	Gary Stevenson			Biographies & Memoirs, Professionals & Academics, Business, Money & Finance, Banks & Banking	761					2024-03-13T22:45:45Z	2024-03-05	https://m.media-amazon.com/images/I/41ceE3wGEdL._SL500_.jpg
B0CF6R3R7W	Nuclear War	A Scenario	Annie Jacobsen	Annie Jacobsen			History, Military, Military Science, History, Military, Weapons & Warfare, Nuclear Warfare, Politics & Social Sciences, Politics & Government, Freedom & Security, National & International Security	679					2024-04-08T13:38:11Z	2024-03-26	https://m.media-amazon.com/images/I/41ucJrSCTUL._SL500_.jpg
B0CG2KYRN5	Americans in a World at War	Intimate Histories from the Crash of Pan Am's Yankee Clipper	Brooke Lindy Blower	Nancy Peterson			History, Americas, United States, History, Military, Wars & Conflicts, World War II, History, Modern, 20th Century, Science & Engineering, Engineering, Transportation, Aviation	989					2024-03-14T12:57:31Z	2023-08-29	https://m.media-amazon.com/images/I/51EZlit73wL._SL500_.jpg
B0CGG8Z528	Alpha Trader	The Mindset, Methodology and Mathematics of Professional Trading	Brent Donnelly	Brent Donnelly			Money & Finance, Investing & Trading, Analysis & Strategy, Money & Finance, Investing & Trading, Stocks	779					2024-03-13T18:06:46Z	2023-08-23	https://m.media-amazon.com/images/I/41PuDWtOaVL._SL500_.jpg
B0CPTMSGQ2	Gray Matters	A Biography of Brain Surgery	Theodore H. Schwartz	Sean Pratt			Biographies & Memoirs, Professionals & Academics, Medical, Health & Wellness, Medicine & Health Care Industry, History & Commentary, Health & Wellness, Medicine & Health Care Industry, Surgery	991					2024-12-31T15:17:51Z	2024-08-13	https://m.media-amazon.com/images/I/41bbVbe9bvL._SL500_.jpg
B0CPYZWTVR	Shōgun, Part One	The Asian Saga, Book 1.1	James Clavell	Ralph Lister	The Asian Saga		Literature & Fiction, Classics, Literature & Fiction, Historical Fiction, Romance, Historical	1458					2024-05-05T05:49:30Z	2023-12-12	https://m.media-amazon.com/images/I/51LNum+1SLL._SL500_.jpg
B0CQ336WKZ	Battle for the Bird	Jack Dorsey, Elon Musk, and the $44 Billion Fight for Twitter's Soul	Kurt Wagner	Shaun Taylor-Corbett			Biographies & Memoirs, Professionals & Academics, Business, Business & Careers, Workplace & Organizational Behavior, Organizational Behavior	577					2024-02-24T19:27:02Z	2024-02-20	https://m.media-amazon.com/images/I/41lDId+Zd3L._SL500_.jpg
B0CVLHPQZN	The Missing Billionaires	A Guide to Better Financial Decisions	Victor Haghani, James White	Victor Haghani, Jon Vertullo			Money & Finance, Investing & Trading, Analysis & Strategy, Money & Finance, Personal Finance, Money Management & Budgeting	672					2024-11-01T22:12:51Z	2024-02-27	https://m.media-amazon.com/images/I/41P6qBTDWnL._SL500_.jpg
B0CX31W9X2	U.S. Naval Power in the 21st Century	A New Strategy for Facing the Chinese and Russian Threat	Brent Droste Sadler, J. William Middendorf II - Foreword by	Charles Constant			History, Military, Armed Forces, Naval Forces, History, Military, Politics & Social Sciences, Politics & Government, International Relations, Geopolitics	643					2024-03-19T15:35:18Z	2024-03-19	https://m.media-amazon.com/images/I/51nqDeuAmvL._SL500_.jpg
B0CX324RG4	Hercules		Scott Bateman	Angus King			Biographies & Memoirs, Military & War, History, Military, Armed Forces, Air Forces, History, Military, Armed Forces, Special & Elite Forces, Science & Engineering, Engineering, Transportation, Aviation	734					2024-06-03T22:37:21Z	2024-05-23	https://m.media-amazon.com/images/I/51UGPGHK0BL._SL500_.jpg
B0CXKM9LGB	From Beirut to Jerusalem		Thomas L. Friedman	Robert Petkoff			History, Middle East, Israel & Palestine, Politics & Social Sciences, Politics & Government, International Relations, Politics & Social Sciences, Politics & Government, World, Middle East	1541					2024-09-27T14:01:14Z	2024-04-16	https://m.media-amazon.com/images/I/41vRlpJanfL._SL500_.jpg
B0CXQ8W17L	How Tyrants Fall	And How Nations Survive	Marcel Dirsus	Richard Burnip			Biographies & Memoirs, Politics & Activism, Presidents & Heads of State, Politics & Social Sciences, Politics & Government, Ideologies & Doctrines, Fascism, Politics & Social Sciences, Politics & Government, Political Science, History & Theory	503					2024-08-03T15:27:02Z	2024-07-18	https://m.media-amazon.com/images/I/41oXAVVjDXL._SL500_.jpg
B0CYV3VNSH	How to Make a Few Billion Dollars		Brad Jacobs	Brad Jacobs			Business & Careers, Management & Leadership, Leadership, Money & Finance, Personal Finance	337					2024-04-21T12:33:53Z	2024-03-22	https://m.media-amazon.com/images/I/41rxSDxGWrL._SL500_.jpg
B0D2LZZZ4Y	Default	The Landmark Court Battle over Argentina's $100 Billion Debt Restructuring	Gregory Makoff, Lee C. Buchheit - foreword	Timothy Andrés Pabon			History, Americas, South America, Money & Finance, Economics, Economic History, Money & Finance, International, Politics & Social Sciences, Politics & Government, World	766					2025-01-07T17:20:29Z	2024-05-14	https://m.media-amazon.com/images/I/41eCX4O0XFL._SL500_.jpg
B0D364L2YT	The Event-Driven Edge in Investing	Six Special Situation Strategies to Outperform the Market	Asif Suria	Alan Taylor			Money & Finance, Investing & Trading, Analysis & Strategy	375					2024-06-01T23:50:33Z	2024-05-21	https://m.media-amazon.com/images/I/51FpheHjb4L._SL500_.jpg
B0D5RH8MTX	Revenge of the Tipping Point	Overstories, Superspreaders, and the Rise of Social Engineering	Malcolm Gladwell	Malcolm Gladwell			Business & Careers, Marketing & Sales, Marketing, Health & Wellness, Psychology & Mental Health, Psychology, Social Psychology & Interactions, Money & Finance, Economics	505					2025-01-07T18:05:59Z	2024-10-01	https://m.media-amazon.com/images/I/41tzpa44XrL._SL500_.jpg
B0D5ZJ2GN9	The 5 Types of Wealth	A Transformative Guide to Design Your Dream Life	Sahil Bloom	Sahil Bloom			Business & Careers, Career Success, Relationships, Parenting & Personal Development, Personal Development, Personal Success	625					2025-02-23T00:42:20Z	2025-02-04	https://m.media-amazon.com/images/I/41toflihcwL._SL500_.jpg
B0D6CJV34T	Making Sense of Chaos	A Better Economics for a Better World	J. Doyne Farmer	J. Doyne Farmer			Money & Finance, Economics, Theory, Money & Finance, International, Globalization, Science & Engineering, Science	578					2024-12-31T15:17:02Z	2024-08-06	https://m.media-amazon.com/images/I/413f5bKt9iL._SL500_.jpg
